,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
819,HUNGARIAN JEWS WAITING INTHE WOODS NEXT TO GAS CHAMBERS.    This is what the extreme left wants to forget. Or didn’t learn. https://t.co/0H9hRs0f6X,True,True,False,No comments.,1,False,4,False,False,13
820,"@arocktweets @prageru @michaeljknowles I read Paul Johnsons ""History of the Jews"". He's obviously uneducated when it comes to real biblical scholarship, particularly of the Patriarchs.

I expect the same slanted BS from this one",True,True,False,No comments.,2,False,3,False,False,13
821,"8 January 1942 | 60 Poles - including 4 Jews - deported to the camp by Sipo u. SD in Cracow arrived at #Auschwitz from Montelupich Prison. Among them was Adam Kopyciński, who in May 1944 became the conductor of the camp orchestra. 1/4 https://t.co/ICSIhCYrlX",True,True,False,No comments.,1,False,4,False,False,13
822,This is the kind of Antisemitism that Jews face on the regular. You can profess that you do believe in G-d and you still get called G-dless. It’s never enough for these people.,True,True,False,No comments.,1,False,4,False,False,13
823,Virus Soars Among Ultra-Orthodox Jews as Many Flout Israel’s Rules https://t.co/7HOk2oPE7O,True,True,False,No comments.,2,False,3,False,False,13
824,"Dr. Ibrahim Najm has worked to debunk misconceptions between young Muslims and Jews. He expanded on the false dichotomy which presupposes national identity and religious identity are incongruent, when they can and should support each other.",True,True,False,No comments.,2,False,3,False,False,13
825,"There is no Jewish conspiracy.
There are crypto-Jews among the elite.
See the difference? https://t.co/V4FaUS8Xcd",True,True,False,No comments.,4,False,2,True,False,2
826,"India is not only a place where Jews never faced anti-semitism or persecution, it is also a county that provided a safe haven to Jews escaping the #Holocaust. #NeverForget #UnitedinMemory75 https://t.co/cBFLE9an6z",True,True,False,No comments.,1,False,4,False,False,13
827,"@look_its_mike91 @LegendaryEnergy Jews have a distinct DNA, different from Europeans, you’re conflating the religion with the people who invented it",True,True,False,No comments.,5,False,2,True,False,2
828,@TheInsidePal Let me re word it. Jews who wanted to pray at Thiers as well as your Holly site came to pray. But where chased off. As only Muslims are allowed to pray there. Still waiting on you to condemn Hamas for dragging this man to death for being gay⏳as for Israel they have a pride month https://t.co/mmSugsmLK6,True,True,False,No comments.,1,False,4,False,False,13
829,@RachelReevesMP Your hatred of left wing Jews is where the shame is.,True,True,False,No comments.,1,False,4,False,False,13
830,"FINALLY #HinduGenocide is taken up by @NewsX. While Holocaust of the natives of S. America &amp; of Jews is well known, #Holocaust of Hindus by Muslim invaders is hidden from public.

Estimates say 8 crore Hindus were put to death only for being Hindus.

We owe truthfulness to them.",True,True,False,No comments.,2,False,3,False,False,13
831,"@michel_ehrlich ""We believe Jews can't tell the difference between criticism of Israel and antisemitism.""

""We believe Jews can tell the difference but conflate them anyway, knowing this is a dirty trick, in order to silence criticism of Israel.""",True,True,False,No comments.,5,False,2,True,False,6
832,"“Now Jesus stood before the governor. And the governor asked Him, saying, “Are You the King of the Jews?” Jesus said to him, “ It is as you say.””
Matthew 27:11 NKJV",True,True,False,No comments.,2,False,3,False,False,13
833,"15 January 1943 | A transport of 2,000 Jews deported by the Germans from the ghetto in Zambrów arrived at #Auschwitz. SS doctors selected 217 men &amp; 21 women to be registered as prisoners. 1,762 people were murdered immediately in gas chambers.",True,True,False,No comments.,1,False,4,False,False,13
834,"@SeldenGADawgs @ktinsleynews @KOLDNews It's because they are the true Nazis. Back then it was: Don't buy from Jews! Now it's: Don't buy from Trump supporters! The same is here in Germany. Everyone who is not Left is a racist, a Nazi, a conspiracy nut etc. And Antifa riots and attacks, but that's ok 😓",True,True,False,No comments.,1,False,3,False,False,13
835,"All Indians --Hindus, Muslims, Christians and Jews, rich and poor -- must take pride in glories of past, bright future: Trump",True,True,False,No comments.,1,False,3,False,False,13
836,"Thousands of Israelis, Jews &amp; Arabs, marched together in Tel Aviv today to protest Trump's ""vision"" for Israeli-Palestinian relations, to oppose Netanyahu's intention to annex parts of the West Bank, and to support of REAL Isr-Pal peace. A big salute to my Peace Now colleagues! https://t.co/zJUpeQQWHh",True,True,False,No comments.,1,False,4,False,False,13
837,Today is Int'l #HolocaustRemembranceDay. Our world should #NeverForget that 6M Jews were murdered by Nazis in WW2. We should be concerned to see antisemitism on the rise &amp; be on guard against it. It's also a reminder that it is important to support the Jewish state of Israel.,True,True,False,No comments.,1,False,4,False,False,13
838,"Documentary: Jews - The Real Enemy Of The Black People
https://t.co/G805GBG2x9",True,True,False,No comments.,5,False,2,True,False,0
839,"Oh yeah, totally.

You know what has historically worked out great for Jews? 

Unfettered state power!",True,True,False,No comments.,5,False,2,False,False,2
840,I think you're always going to have tension in the Middle East when there's people who want to kill the Jews and Jews who don't want to be killed and neither side is willing to compromise.,True,True,False,No comments.,2,False,3,False,False,13
841,"The #NoHateNoFear rally against anti-Semitism had everything... except for a presence of Orthodox Jews.

Is anybody asking why the same Jews who are being beaten in the streets are now made to feel marginalized at a rally that's supposedly in recognition of their suffering??",True,True,False,No comments.,1,False,4,False,False,13
842,"@CivMilAir So, the imbeciles in Syrian air defense almost shot down a civilian plane. Who do we blame? The Jews, of course!🙄",True,True,False,No comments.,1,False,4,False,False,13
843,"Well Well
Deviating from fact.
Leftist  MSM Must scapegoat eh? 
1st Jews.. Now Christians
When do we return 2 reality and civility?

*In The Meantime Witness 👇

The ongoing disintegration of civilization brought to you by the Left

#LeftistsAreNOTDemocratic 
#Walkaway",True,True,False,No comments.,1,False,3,False,False,13
844,"@RealSpartacus10 ""I am now writing anther letter to the Prime Minister asking him to expel all Jews, except Jon Lansman &amp; members of JVL""",True,True,False,No comments.,2,False,4,False,False,13
845,"All of a sudden Labour stalwarts are protesting antisemitism, pretending they are defenders of the Jews. Where were they all before the GE? Too little too late Ed. We won’t forget all of you who were happy to throw us Jews under a bus for power.",True,True,False,No comments.,1,False,4,False,False,13
846,#Coronavirus: Jews deliver food to Poles who saved Jews during Holocaust  https://t.co/fHHYZsW6CO,True,True,False,No comments.,1,False,4,False,False,13
847,@JayJoostJust @M18862 @meer_irma @WereldPijnCafe not trump the jews https://t.co/REfnORndgp,True,True,False,No comments.,5,False,3,False,False,3
848,"DiBlasio delivers meals to Muslims 4 Ramadan while threatening to arrest Jews who attend synagogue.

If this isn’t proof that the Nazi’s have taken over the Dem party, then...

Plz Donate $5 to Jewish Nazi fighter, LauraLoomerforCongress, at https://t.co/iGp2WFfHqI

PLZ RETWEET https://t.co/f6wKKZbyrl",True,True,False,No comments.,2,False,4,False,False,13
849,"A racist anti-Semite referred to Jews as ""bloodsuckers"" and the pope as a ""cracker.""
 
Bernie Sanders refused to condemn it.
https://t.co/Wt3gD7R5K6",True,True,False,No comments.,1,False,3,False,False,13
850,So far in 2020 “woke” people have complained about TOO protection given to Jews being beaten and stabs and about the most evil man in the world being killed...,True,True,False,No comments.,1,False,4,False,False,13
851,"This from the same guy who denied to Andrew Neil saying that he never accused Jews/Zionists  of being warmongers and responsible for all the problems in the Middle East

All captured on camera, though proving him to be a total liar

Leftist terrorist lover who hates Britain",True,True,False,No comments.,1,False,4,False,False,13
852,"Sharpton has called

Cops “pigs”
Whites “interlopers”
Greeks “homos” and
Jews “diamond merchants”

So that is pretty disgusting. https://t.co/SODj3YPBke",True,True,False,No comments.,1,False,4,False,False,13
853,"The Grand Mufti of Jerusalem, Mohammed Amin al-Husseini supported Hitler in his pogrom against Jews. https://t.co/3oIWEIV23f",True,True,False,remembrance,1,False,3,False,False,13
854,"Make no mistake. The demonisation of the Muslims that @Vijaykarnataka (part of @timesofindia) did today is exactly how Jews were demonised during Nazi rule. If @DgpKarnataka don't act against the paper, it sends a message they are ok with it.@CMofKarnataka
https://t.co/gFlHrrVLMn",True,True,False,No comments.,1,False,4,False,False,13
855,"NOT A JOKE: De Blasio Offered Free Food For Muslims On April 23, Threatened To Arrest Jews On April 28 https://t.co/DoMEehp4K9",True,True,False,No comments.,2,False,4,False,False,13
856,"FBI warns white supremacists encouraging members to spread coronavirus to law enforcement, Jews: report https://t.co/VPmNnk9XEK",True,True,False,No comments.,2,False,3,False,False,13
857,19 April 1943 | Groups of Jews in the Warsaw Ghetto began the uprising against Germans. It lasted 27 days. Today we remember the heroism and sacrifice of people who chose to resist against impossible odd to die in dignity &amp; save the human spirit. https://t.co/Gw1xuO93HF https://t.co/PHZWfG0vEX,True,True,False,No comments.,1,False,4,False,False,13
858,"The answer to all the following questions is, ""NOT JEWS!""

Who hijacks planes and flies them into tall buildings?
Who passes out candy afterwards?
Who was the American officer who shot his comrades? 
Who assaults the most European women? 
Who forces Halal meat on British people?",True,True,False,No comments.,1,False,4,False,False,13
859,"@JDiamond1 When faced with the Bernadotte peace plan - presented by a man who had saved 30 000 Jews from concentration camps - the Israelis killed Folke Bernadotte instead of accepting the peace deal.

Apparently the Palestinians have just been too nice. https://t.co/d8w2aUURh9",True,True,False,No comments.,4,False,2,False,False,3
860,"@JoeBiden The PA never wanted to sit at the table..

Your administration said Jews have no history to Jerusalem. 

What have you done for the Jews in Israel or Palestinians. 

You've been in gov for 40 years and done nothing.",True,True,False,No comments.,1,False,4,False,False,13
861,"@DanielAndrewsMP Yet allegedly when 2 daughters in a VCAT GUARDIANSHIP PROCEEDING were called

👉 ""LITTLE JEWS"" &amp; being underhanded was

👉 ""IN THE BLOOD''

by deluded loved one...a VCAT member treated this as

A RIGHT &amp; WISH

&amp; suspended daughters from EPOA &amp; LOOKING AFTER LOVED ONE

#hypocrisy",True,True,False,No comments.,1,False,1,True,False,3
862,"Why American Jews continue to vote Democrat remains a sad mystery! 

Bernie is the most anti-Israeli Presidential candidate to date!

I believe he's also the most anti-American candidate!

Think, AOC, Omar, Talib &amp; Linda Sarsour! All Bernie surrogates!

https://t.co/pEzP1U0zBh",True,True,False,No comments.,1,False,4,False,False,13
863,"He called on Muslims to launch a jihadi, on the Jews.
No wonder Liebour invited him. 

Labour invites notorious Islamic extremist to speak at anti-racism meeting https://t.co/nkn4loWKwS",True,True,False,No comments.,1,False,3,False,False,13
